period,respondent,respondent-name,type-name,value,value-units
2024-12-05T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26085,megawatthours
2024-12-05T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25639,megawatthours
2024-12-05T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25471,megawatthours
2024-12-05T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25765,megawatthours
2024-12-05T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,27434,megawatthours
2024-12-06T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,29082,megawatthours
2024-12-06T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,29861,megawatthours
2024-12-06T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,30429,megawatthours
2024-12-06T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,30453,megawatthours
2024-12-06T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,29844,megawatthours
2024-12-06T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,29349,megawatthours
2024-12-06T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,28993,megawatthours
2024-12-06T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,29107,megawatthours
2024-12-06T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,29543,megawatthours
2024-12-06T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,30165,megawatthours
2024-12-06T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,31419,megawatthours
2024-12-06T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,33054,megawatthours
2024-12-06T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,35607,megawatthours
2024-12-06T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,37611,megawatthours
2024-12-06T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,37585,megawatthours
2024-12-06T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,36457,megawatthours
2024-12-06T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,34835,megawatthours
2024-12-06T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,33468,megawatthours
2024-12-06T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,32348,megawatthours
2024-12-06T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,31128,megawatthours
2024-12-06T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,29931,megawatthours
2024-12-06T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,29177,megawatthours
2024-12-06T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,29455,megawatthours
2024-12-06T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,31050,megawatthours
2024-12-07T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,32894,megawatthours
2024-12-07T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,33548,megawatthours
2024-12-07T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,33973,megawatthours
2024-12-07T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,33994,megawatthours
2024-12-07T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,33523,megawatthours
2024-12-07T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,33239,megawatthours
2024-12-07T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,32805,megawatthours
2024-12-07T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,32510,megawatthours
2024-12-07T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,32833,megawatthours
2024-12-07T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,32902,megawatthours
2024-12-07T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,33060,megawatthours
2024-12-07T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,33567,megawatthours
2024-12-07T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,34693,megawatthours
2024-12-07T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,35623,megawatthours
2024-12-07T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,36076,megawatthours
2024-12-07T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,34551,megawatthours
2024-12-07T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,32637,megawatthours
2024-12-07T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,31003,megawatthours
2024-12-07T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,29245,megawatthours
2024-12-07T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,27546,megawatthours
2024-12-07T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,26637,megawatthours
2024-12-07T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25952,megawatthours
2024-12-07T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25843,megawatthours
2024-12-07T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,26989,megawatthours
2024-12-08T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28346,megawatthours
2024-12-08T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28553,megawatthours
2024-12-08T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,29051,megawatthours
2024-12-08T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,29158,megawatthours
2024-12-08T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,28782,megawatthours
2024-12-08T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,28048,megawatthours
2024-12-08T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,27460,megawatthours
2024-12-08T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,27161,megawatthours
2024-12-08T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,27005,megawatthours
2024-12-08T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,27428,megawatthours
2024-12-08T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,27366,megawatthours
2024-12-08T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,27774,megawatthours
2024-12-08T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,28476,megawatthours
2024-12-08T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,29232,megawatthours
2024-12-08T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,29641,megawatthours
2024-12-08T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,29127,megawatthours
2024-12-08T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,28075,megawatthours
2024-12-08T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,27365,megawatthours
2024-12-08T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,26802,megawatthours
2024-12-08T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26142,megawatthours
2024-12-08T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25758,megawatthours
2024-12-08T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25347,megawatthours
2024-12-08T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25150,megawatthours
2024-12-08T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25978,megawatthours
2024-12-09T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,27026,megawatthours
2024-12-09T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,27053,megawatthours
2024-12-09T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,26858,megawatthours
2024-12-09T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,26094,megawatthours
2024-12-09T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,24914,megawatthours
2024-12-09T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23611,megawatthours
2024-12-09T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,22844,megawatthours
2024-12-09T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,22050,megawatthours
2024-12-09T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,22107,megawatthours
2024-12-09T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,22019,megawatthours
2024-12-09T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,22439,megawatthours
2024-12-09T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22947,megawatthours
2024-12-09T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24711,megawatthours
2024-12-09T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,26169,megawatthours
2024-12-09T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,26255,megawatthours
2024-12-09T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,26365,megawatthours
2024-12-09T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,26374,megawatthours
2024-12-09T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26205,megawatthours
2024-12-09T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25929,megawatthours
2024-12-09T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,25722,megawatthours
2024-12-09T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25506,megawatthours
2024-12-09T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25425,megawatthours
2024-12-09T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25596,megawatthours
2024-12-09T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,26659,megawatthours
2024-12-10T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,27131,megawatthours
2024-12-10T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,26902,megawatthours
2024-12-10T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,26348,megawatthours
2024-12-10T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25371,megawatthours
2024-12-10T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23880,megawatthours
2024-12-10T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22737,megawatthours
2024-12-10T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21906,megawatthours
2024-12-10T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21197,megawatthours
2024-12-10T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20653,megawatthours
2024-12-10T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20532,megawatthours
2024-12-10T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20703,megawatthours
2024-12-10T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21156,megawatthours
2024-12-10T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22576,megawatthours
2024-12-10T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23991,megawatthours
2024-12-10T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24181,megawatthours
2024-12-10T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24548,megawatthours
2024-12-10T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24786,megawatthours
2024-12-10T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24947,megawatthours
2024-12-10T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25009,megawatthours
2024-12-10T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,25098,megawatthours
2024-12-10T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25029,megawatthours
2024-12-10T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24995,megawatthours
2024-12-10T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25054,megawatthours
2024-12-10T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25827,megawatthours
2024-12-11T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26380,megawatthours
2024-12-11T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,26208,megawatthours
2024-12-11T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25833,megawatthours
2024-12-11T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25007,megawatthours
2024-12-11T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23747,megawatthours
2024-12-11T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22490,megawatthours
2024-12-11T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21889,megawatthours
2024-12-11T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20988,megawatthours
2024-12-11T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20568,megawatthours
2024-12-11T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20432,megawatthours
2024-12-11T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20786,megawatthours
2024-12-11T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21201,megawatthours
2024-12-11T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23084,megawatthours
2024-12-11T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,25019,megawatthours
2024-12-11T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25910,megawatthours
2024-12-11T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,26488,megawatthours
2024-12-11T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,26819,megawatthours
2024-12-11T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26861,megawatthours
2024-12-11T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,26600,megawatthours
2024-12-11T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26335,megawatthours
2024-12-11T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,26114,megawatthours
2024-12-11T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,26269,megawatthours
2024-12-11T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,27000,megawatthours
2024-12-11T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,28588,megawatthours
2024-12-12T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30341,megawatthours
2024-12-12T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,31102,megawatthours
2024-12-12T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,31443,megawatthours
2024-12-12T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,31225,megawatthours
2024-12-12T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,30450,megawatthours
2024-12-12T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,29413,megawatthours
2024-12-12T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,29262,megawatthours
2024-12-12T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,29457,megawatthours
2024-12-12T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,29607,megawatthours
2024-12-12T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,30074,megawatthours
2024-12-12T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,30494,megawatthours
2024-12-12T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,31841,megawatthours
2024-12-12T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,34442,megawatthours
2024-12-12T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,36194,megawatthours
2024-12-12T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,36022,megawatthours
2024-12-12T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,34106,megawatthours
2024-12-12T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,32552,megawatthours
2024-12-12T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,31406,megawatthours
2024-12-12T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,29907,megawatthours
2024-12-12T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,28851,megawatthours
2024-12-12T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,28064,megawatthours
2024-12-12T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,27674,megawatthours
2024-12-12T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,27775,megawatthours
2024-12-12T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,28757,megawatthours
2024-12-13T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30302,megawatthours
2024-12-13T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,31113,megawatthours
2024-12-13T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,31720,megawatthours
2024-12-13T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,31678,megawatthours
2024-12-13T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,31033,megawatthours
2024-12-13T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,30448,megawatthours
2024-12-13T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,29965,megawatthours
2024-12-13T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,29956,megawatthours
2024-12-13T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,30217,megawatthours
2024-12-13T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,30553,megawatthours
2024-12-13T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,31391,megawatthours
2024-12-13T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,32342,megawatthours
2024-12-13T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,34622,megawatthours
2024-12-13T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,36157,megawatthours
2024-12-13T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,35577,megawatthours
2024-12-13T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,33682,megawatthours
2024-12-13T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,31409,megawatthours
2024-12-13T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,29945,megawatthours
2024-12-13T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,29017,megawatthours
2024-12-13T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,28185,megawatthours
2024-12-13T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,27606,megawatthours
2024-12-13T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,27050,megawatthours
2024-12-13T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,26849,megawatthours
