period,respondent,respondent-name,type-name,value,value-units
2025-05-01T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23987,megawatthours
2025-05-01T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24726,megawatthours
2025-05-01T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25507,megawatthours
2025-05-01T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,26478,megawatthours
2025-05-01T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,27601,megawatthours
2025-05-01T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,28814,megawatthours
2025-05-01T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,30059,megawatthours
2025-05-01T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,30897,megawatthours
2025-05-01T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,31344,megawatthours
2025-05-01T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,31633,megawatthours
2025-05-01T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,31658,megawatthours
2025-05-01T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,31190,megawatthours
2025-05-02T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30376,megawatthours
2025-05-02T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,29847,megawatthours
2025-05-02T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,28969,megawatthours
2025-05-02T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,27100,megawatthours
2025-05-02T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,25085,megawatthours
2025-05-02T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23289,megawatthours
2025-05-02T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21914,megawatthours
2025-05-02T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21046,megawatthours
2025-05-02T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20545,megawatthours
2025-05-02T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20416,megawatthours
2025-05-02T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20916,megawatthours
2025-05-02T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22244,megawatthours
2025-05-02T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23267,megawatthours
2025-05-02T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24325,megawatthours
2025-05-02T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25626,megawatthours
2025-05-02T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,27185,megawatthours
2025-05-02T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,28822,megawatthours
2025-05-02T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,30092,megawatthours
2025-05-02T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,31038,megawatthours
2025-05-02T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,31919,megawatthours
2025-05-02T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,32594,megawatthours
2025-05-02T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,33062,megawatthours
2025-05-02T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,32876,megawatthours
2025-05-02T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,31734,megawatthours
2025-05-03T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30033,megawatthours
2025-05-03T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28882,megawatthours
2025-05-03T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27717,megawatthours
2025-05-03T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25877,megawatthours
2025-05-03T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,24103,megawatthours
2025-05-03T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22501,megawatthours
2025-05-03T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21097,megawatthours
2025-05-03T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19947,megawatthours
2025-05-03T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19254,megawatthours
2025-05-03T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,18926,megawatthours
2025-05-03T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19028,megawatthours
2025-05-03T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,19368,megawatthours
2025-05-03T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,19863,megawatthours
2025-05-03T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,20900,megawatthours
2025-05-03T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,22017,megawatthours
2025-05-03T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,23041,megawatthours
2025-05-03T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,23836,megawatthours
2025-05-03T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24381,megawatthours
2025-05-03T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,24563,megawatthours
2025-05-03T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24627,megawatthours
2025-05-03T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24709,megawatthours
2025-05-03T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24714,megawatthours
2025-05-03T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,24814,megawatthours
2025-05-03T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,24631,megawatthours
2025-05-04T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,24351,megawatthours
2025-05-04T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,24341,megawatthours
2025-05-04T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,23762,megawatthours
2025-05-04T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,22736,megawatthours
2025-05-04T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,21519,megawatthours
2025-05-04T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,20280,megawatthours
2025-05-04T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,19230,megawatthours
2025-05-04T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,18458,megawatthours
2025-05-04T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,18034,megawatthours
2025-05-04T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,17847,megawatthours
2025-05-04T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,17874,megawatthours
2025-05-04T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,18065,megawatthours
2025-05-04T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,18498,megawatthours
2025-05-04T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,19723,megawatthours
2025-05-04T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,20853,megawatthours
2025-05-04T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,21487,megawatthours
2025-05-04T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,22052,megawatthours
2025-05-04T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,22628,megawatthours
2025-05-04T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,23256,megawatthours
2025-05-04T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,23760,megawatthours
2025-05-04T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24255,megawatthours
2025-05-04T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24752,megawatthours
2025-05-04T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25162,megawatthours
2025-05-04T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25112,megawatthours
2025-05-05T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,24835,megawatthours
2025-05-05T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,24517,megawatthours
2025-05-05T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,24233,megawatthours
2025-05-05T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,22711,megawatthours
2025-05-05T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,21089,megawatthours
2025-05-05T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,19718,megawatthours
2025-05-05T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,18715,megawatthours
2025-05-05T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,18265,megawatthours
2025-05-05T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,17971,megawatthours
2025-05-05T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,18244,megawatthours
2025-05-05T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19217,megawatthours
2025-05-05T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,20915,megawatthours
2025-05-05T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22203,megawatthours
2025-05-05T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,22889,megawatthours
2025-05-05T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,23382,megawatthours
2025-05-05T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,23785,megawatthours
2025-05-05T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24204,megawatthours
2025-05-05T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24744,megawatthours
2025-05-05T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25210,megawatthours
2025-05-05T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,25676,megawatthours
2025-05-05T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,26083,megawatthours
2025-05-05T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,26459,megawatthours
2025-05-05T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,26843,megawatthours
2025-05-05T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,26735,megawatthours
2025-05-06T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26434,megawatthours
2025-05-06T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,26069,megawatthours
2025-05-06T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25460,megawatthours
2025-05-06T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,23916,megawatthours
2025-05-06T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,22112,megawatthours
2025-05-06T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,20659,megawatthours
2025-05-06T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,19755,megawatthours
2025-05-06T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19162,megawatthours
2025-05-06T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,18949,megawatthours
2025-05-06T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19065,megawatthours
2025-05-06T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19948,megawatthours
2025-05-06T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21496,megawatthours
2025-05-06T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22633,megawatthours
2025-05-06T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23105,megawatthours
2025-05-06T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,23583,megawatthours
2025-05-06T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24066,megawatthours
2025-05-06T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24551,megawatthours
2025-05-06T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,25057,megawatthours
2025-05-06T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25787,megawatthours
2025-05-06T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26533,megawatthours
2025-05-06T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,27347,megawatthours
2025-05-06T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,28240,megawatthours
2025-05-06T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,28814,megawatthours
2025-05-06T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,28629,megawatthours
2025-05-07T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28372,megawatthours
2025-05-07T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,27968,megawatthours
2025-05-07T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27170,megawatthours
2025-05-07T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25341,megawatthours
2025-05-07T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23492,megawatthours
2025-05-07T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21845,megawatthours
2025-05-07T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20659,megawatthours
2025-05-07T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19969,megawatthours
2025-05-07T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19560,megawatthours
2025-05-07T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19668,megawatthours
2025-05-07T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20331,megawatthours
2025-05-07T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21799,megawatthours
2025-05-07T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22954,megawatthours
2025-05-07T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23542,megawatthours
2025-05-07T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24044,megawatthours
2025-05-07T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24438,megawatthours
2025-05-07T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24890,megawatthours
2025-05-07T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,25215,megawatthours
2025-05-07T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25680,megawatthours
2025-05-07T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26076,megawatthours
2025-05-07T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,26491,megawatthours
2025-05-07T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,26985,megawatthours
2025-05-07T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,27114,megawatthours
2025-05-07T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,27018,megawatthours
2025-05-08T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26860,megawatthours
2025-05-08T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,26865,megawatthours
2025-05-08T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,26503,megawatthours
2025-05-08T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25001,megawatthours
2025-05-08T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23237,megawatthours
2025-05-08T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21802,megawatthours
2025-05-08T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20755,megawatthours
2025-05-08T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20063,megawatthours
2025-05-08T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19706,megawatthours
2025-05-08T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19614,megawatthours
2025-05-08T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20323,megawatthours
2025-05-08T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21777,megawatthours
2025-05-08T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23040,megawatthours
2025-05-08T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23747,megawatthours
2025-05-08T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24675,megawatthours
2025-05-08T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25920,megawatthours
2025-05-08T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,27363,megawatthours
2025-05-08T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,28918,megawatthours
2025-05-08T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,30452,megawatthours
2025-05-08T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,31710,megawatthours
2025-05-08T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,32761,megawatthours
2025-05-08T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,33407,megawatthours
2025-05-08T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,33643,megawatthours
2025-05-08T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,33184,megawatthours
2025-05-09T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,32298,megawatthours
2025-05-09T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,31172,megawatthours
2025-05-09T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,30079,megawatthours
2025-05-09T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,28032,megawatthours
2025-05-09T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,25743,megawatthours
2025-05-09T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23711,megawatthours
2025-05-09T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,22181,megawatthours
2025-05-09T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21262,megawatthours
2025-05-09T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20625,megawatthours
2025-05-09T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20494,megawatthours
2025-05-09T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20918,megawatthours
2025-05-09T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22099,megawatthours
2025-05-09T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23032,megawatthours
2025-05-09T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23934,megawatthours
2025-05-09T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24941,megawatthours
2025-05-09T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25984,megawatthours
2025-05-09T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,27085,megawatthours
2025-05-09T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,28247,megawatthours
2025-05-09T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,29303,megawatthours
2025-05-09T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,30250,megawatthours
2025-05-09T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,30763,megawatthours
2025-05-09T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,30988,megawatthours
2025-05-09T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,30476,megawatthours
2025-05-09T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,29343,megawatthours
2025-05-10T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28333,megawatthours
2025-05-10T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,27530,megawatthours
2025-05-10T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,26738,megawatthours
2025-05-10T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25397,megawatthours
2025-05-10T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23839,megawatthours
2025-05-10T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22300,megawatthours
2025-05-10T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20967,megawatthours
2025-05-10T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20154,megawatthours
2025-05-10T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19629,megawatthours
2025-05-10T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19324,megawatthours
2025-05-10T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19359,megawatthours
2025-05-10T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,19590,megawatthours
2025-05-10T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,19919,megawatthours
2025-05-10T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,20803,megawatthours
2025-05-10T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,21854,megawatthours
2025-05-10T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,22585,megawatthours
2025-05-10T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,22977,megawatthours
2025-05-10T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,23129,megawatthours
2025-05-10T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,23267,megawatthours
2025-05-10T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,23364,megawatthours
2025-05-10T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,23504,megawatthours
2025-05-10T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,23613,megawatthours
2025-05-10T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,23656,megawatthours
2025-05-10T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,23497,megawatthours
2025-05-11T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,23386,megawatthours
2025-05-11T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,23441,megawatthours
2025-05-11T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,23192,megawatthours
2025-05-11T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,22315,megawatthours
2025-05-11T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,21190,megawatthours
2025-05-11T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,19919,megawatthours
2025-05-11T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,19089,megawatthours
2025-05-11T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,18462,megawatthours
2025-05-11T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,18130,megawatthours
2025-05-11T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,17901,megawatthours
2025-05-11T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,18034,megawatthours
2025-05-11T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,18364,megawatthours
2025-05-11T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,18803,megawatthours
2025-05-11T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,20026,megawatthours
2025-05-11T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,21294,megawatthours
2025-05-11T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,22082,megawatthours
2025-05-11T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,22464,megawatthours
2025-05-11T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,22799,megawatthours
2025-05-11T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,23057,megawatthours
2025-05-11T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,23132,megawatthours
2025-05-11T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,23240,megawatthours
2025-05-11T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,23481,megawatthours
2025-05-11T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,23684,megawatthours
2025-05-11T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,23618,megawatthours
2025-05-12T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,23738,megawatthours
2025-05-12T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,23944,megawatthours
2025-05-12T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,23884,megawatthours
2025-05-12T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,22903,megawatthours
2025-05-12T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,21689,megawatthours
2025-05-12T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,20379,megawatthours
2025-05-12T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,19498,megawatthours
2025-05-12T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,18929,megawatthours
2025-05-12T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,18812,megawatthours
2025-05-12T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19046,megawatthours
2025-05-12T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19896,megawatthours
2025-05-12T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21626,megawatthours
2025-05-12T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22817,megawatthours
2025-05-12T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23667,megawatthours
2025-05-12T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24331,megawatthours
2025-05-12T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25171,megawatthours
2025-05-12T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25982,megawatthours
2025-05-12T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26875,megawatthours
2025-05-12T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27638,megawatthours
2025-05-12T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,28492,megawatthours
2025-05-12T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,28977,megawatthours
2025-05-12T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,29373,megawatthours
2025-05-12T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,29555,megawatthours
2025-05-12T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,29187,megawatthours
2025-05-13T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28721,megawatthours
2025-05-13T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28142,megawatthours
2025-05-13T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27419,megawatthours
2025-05-13T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25717,megawatthours
2025-05-13T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23639,megawatthours
2025-05-13T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21975,megawatthours
2025-05-13T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20806,megawatthours
2025-05-13T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20098,megawatthours
2025-05-13T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19610,megawatthours
2025-05-13T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19681,megawatthours
2025-05-13T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20276,megawatthours
2025-05-13T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21631,megawatthours
2025-05-13T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22783,megawatthours
2025-05-13T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23681,megawatthours
2025-05-13T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24597,megawatthours
2025-05-13T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25608,megawatthours
2025-05-13T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,26624,megawatthours
2025-05-13T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,27507,megawatthours
2025-05-13T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,28404,megawatthours
2025-05-13T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,29079,megawatthours
2025-05-13T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,29600,megawatthours
2025-05-13T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,30101,megawatthours
2025-05-13T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,30247,megawatthours
2025-05-13T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,29878,megawatthours
2025-05-14T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,29223,megawatthours
2025-05-14T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28640,megawatthours
2025-05-14T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,28035,megawatthours
2025-05-14T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,26325,megawatthours
2025-05-14T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,24310,megawatthours
2025-05-14T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22591,megawatthours
2025-05-14T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21379,megawatthours
2025-05-14T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20542,megawatthours
2025-05-14T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20083,megawatthours
2025-05-14T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20154,megawatthours
